"gene_id"	"adj.pval"	"iso"	"gene"	"GO"	"kog"	"chr"	"start"	"end"
"comp15031_c0_seq1"	0.00029372111367694	"isogroup15031"	"Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs ; leucine-rich repeat kinase 2 [EC:2.7.11.1] E=4e-79"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674"	"Signal transduction mechanisms"	"Segkk121_pilon"	59025	77375
"comp37654_c0_seq1"	0.000295932353109254	"isogroup37654"	"AAA ATPase containing von Willebrand factor type A (vWA) domain ; midasin E=1e-13"	"GO:0000166;GO:0017111"	NA	"Segkk3979_pilon"	260471	266220
"comp6031_c0_seq1"	0.000308326563785607	"isogroup6031"	"Predicted equilibrative nucleoside transporter protein"	NA	"Nucleotide transport and metabolism"	"Segkk3262_pilon"	27927	38767
"comp8279_c0_seq1"	0.000308326563785607	"isogroup8279"	"Zn-binding protein Push ; E3 ubiquitin-protein ligase UBR4 [EC:6.3.2.19] E=2e-135"	"GO:0010992"	"Signal transduction mechanisms"	"Segkk579_pilon"	16497	64928
"comp11059_c0_seq1"	0.000308329377257665	"isogroup11059"	"Uncharacterized conserved protein"	NA	NA	"Segkk4343_pilon"	45622	55727
"comp2039_c0_seq1"	0.000308329377257665	"isogroup2039"	"Sodium-neurotransmitter symporter ; solute carrier family 6 (neurotransmitter transporter, GABA) member 1 E=6e-177"	"GO:0005328;GO:0005887;GO:0006836;GO:0016020;GO:0005332;GO:0007268"	"Signal transduction mechanisms"	"Segkk1865_pilon"	30642	46555
"comp4298_c0_seq1"	0.00030933721384631	"isogroup4298"	"Cysteine proteinase Cathepsin L ; E3 ubiquitin-protein ligase DZIP3 [EC:6.3.2.19] E=3e-08"	"GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk4290_pilon"	5460	26476
"comp44207_c0_seq1"	0.000311270396913727	"isogroup44207"	NA	NA	NA	"Segkk3417_pilon"	211190	224112
"comp9587_c0_seq1"	0.00031210114735024	"isogroup9587"	NA	NA	NA	"Segkk2937_pilon"	1749	10019
"comp37161_c0_seq1"	0.000324430224545681	"isogroup37161"	NA	NA	NA	"Segkk493_pilon"	6454	11126
"comp3494_c0_seq1"	0.000328484878623308	"isogroup3494"	"WD40 repeat-containing protein ; COMPASS component SWD3 E=1e-113"	"GO:0003847"	NA	"Segkk3167_pilon"	162216	170305
"comp51915_c0_seq1"	0.000330982520629421	"isogroup51915"	NA	NA	NA	"Segkk397_pilon"	21699	22723
"comp93246_c0_seq1"	0.00033145939244825	"isogroup93246"	NA	NA	NA	"Segkk4065_pilon"	244716	244932
"comp64772_c0_seq1"	0.000334755808100299	"isogroup64772"	"Glycoprotein hormone receptor ; leucine-rich repeat-containing G protein-coupled receptor 7 E=4e-32"	"GO:0001584;GO:0007186;GO:0016021;GO:0016500;GO:0004275"	"Signal transduction mechanisms"	"Segkk1819_pilon"	39784	53159
"comp4896_c0_seq1"	0.000337532014662896	"isogroup4896"	"Ubiquitin protein ligase RSP5/NEDD4 ; E3 ubiquitin-protein ligase NEDD4 [EC:6.3.2.19] E=1e-101"	"GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0008766;GO:0016881;GO:0018169;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3945_pilon"	219278	229327
"comp36664_c0_seq1"	0.000338534268423259	"isogroup36664"	NA	NA	NA	"Segkk171_pilon"	44738	54198
"comp8017_c0_seq1"	0.000340154971307505	"isogroup8017"	"Ypt/Rab GTPase activating protein"	"GO:0004289;GO:0006508;GO:0000166;GO:0017111"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk2302_pilon"	122829	231453
"comp2394_c0_seq1"	0.000340157511055232	"isogroup2394"	"Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes ; kelch-like protein 2/3 E=2e-09"	"GO:0005515"	"Signal transduction mechanisms"	"Segkk3510_pilon"	3956	5297
"comp72802_c0_seq1"	0.000340911134083624	"isogroup72802"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; UDP-N-acetylglucosamine-lysosomal-enzyme [EC:2.7.8.17] E=1e-14"	"GO:0016020;GO:0030154;GO:0005509;GO:0005634;GO:0008134;GO:0003976"	"Signal transduction mechanisms"	"Segkk1181_pilon"	69030	69383
"comp68257_c0_seq1"	0.000341000882048493	"isogroup68257"	NA	NA	NA	"Segkk2198_pilon"	226171	226356
"comp76231_c0_seq1"	0.000341000882048493	"isogroup76231"	NA	NA	NA	"Segkk1571_pilon"	170103	170349
"comp11581_c0_seq1"	0.000342074060190724	"isogroup11581"	"Transcription factor NF-X1, contains NFX-type Zn2+-binding and R3H domains ; transcriptional repressor NF-X1 [EC:6.3.2.-] E=2e-21"	"GO:0003700;GO:0005634;GO:0006355"	"Transcription"	"Segkk3858_pilon"	109675	112500
"comp55302_c0_seq1"	0.000342074060190724	"isogroup55302"	NA	NA	NA	"Segkk2722_pilon"	266257	267013
"comp23018_c0_seq1"	0.000346048436224817	"isogroup23018"	"Uncharacterized conserved protein, contains C1, PH and RUN domains"	NA	"Signal transduction mechanisms"	"Segkk4036_pilon"	136917	143829
"comp12409_c0_seq1"	0.000347058025477418	"isogroup12409"	"Predicted membrane protein ; transient receptor potential cation channel subfamily A member 1 E=1e-08"	"GO:0007600"	NA	"Segkk671_pilon"	280561	297386
"comp34585_c0_seq1"	0.000347058025477418	"isogroup34585"	NA	NA	NA	"Segkk3851_pilon"	62298	62709
"comp18394_c0_seq1"	0.000359029781357883	"isogroup18394"	"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations ; maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=2e-102"	"GO:0004558;GO:0004339"	NA	"Segkk78_pilon"	19401	21222
"comp4377_c0_seq1"	0.000359029781357883	"isogroup4377"	"Chromatin remodeling complex SWI/SNF, component SWI2 and related ATPases (DNA/RNA helicase superfamily) ; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-] E=2e-177"	"GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626"	"Chromatin structure and dynamics"	"Segkk1782_pilon"	176077	189171
"comp5667_c0_seq1"	0.000359745145434467	"isogroup5667"	NA	NA	NA	"Segkk3843_pilon"	8089	10863
"comp80622_c0_seq1"	0.000363415491351242	"isogroup80622"	"Cytoskeleton-associated protein and related proteins"	NA	"Cytoskeleton"	"Segkk3189_pilon"	15237	18663
"comp6581_c0_seq1"	0.000363677382920104	"isogroup6581"	"Chromatin remodeling protein, contains PHD Zn-finger ; inhibitor of growth protein 5 E=1e-113"	"GO:0003677;GO:0006355"	"Chromatin structure and dynamics"	"Segkk2666_pilon"	127694	152643
"comp9254_c0_seq1"	0.000366731240325294	"isogroup9254"	"D-cysteine desulfhydrase [EC:4.4.1.15] E=6e-56"	"GO:0019148"	NA	"Segkk1226_pilon"	332	29039
"comp4408_c0_seq1"	0.000367095095301898	"isogroup4408"	"eIF-2alpha kinase GCN2 ; eukaryotic translation initiation factor 2-alpha kinase [EC:2.7.11.1] E=2e-105"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004812;GO:0006418;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004694;GO:0006412"	"Translation, ribosomal structure and biogenesis"	"Segkk3939_pilon"	47325	71124
"comp65870_c0_seq1"	0.000367889265790904	"isogroup65870"	NA	NA	NA	"Segkk3233_pilon"	292374	292668
"comp2673_c0_seq1"	0.000374197780531854	"isogroup2673"	NA	NA	NA	"Segkk4306_pilon"	226190	227008
"comp24757_c0_seq1"	0.000378502569092607	"isogroup24757"	NA	NA	NA	"Segkk1684_pilon"	8278	47968
"comp24520_c0_seq1"	0.000379230686375606	"isogroup24520"	"Uncharacterized conserved protein"	NA	NA	"Segkk183_pilon"	4438	12626
"comp64135_c0_seq1"	0.000379230686375606	"isogroup64135"	NA	NA	NA	"Segkk4255_pilon"	312820	322590
"comp45275_c0_seq1"	0.000385551093500489	"isogroup45275"	"Nitrogen permease regulator NLRG/NPR2"	NA	"Inorganic ion transport and metabolism"	"Segkk1924_pilon"	49420	51528
"comp32314_c0_seq1"	0.000386759609723718	"isogroup32314"	"Nucleoside transporter"	"GO:0005337;GO:0006810;GO:0016020"	"Nucleotide transport and metabolism"	"Segkk3905_pilon"	83973	87624
"comp14090_c0_seq1"	0.000388553517800647	"isogroup14090"	"p53-interacting protein 53BP/ASPP, contains ankyrin and SH3 domains ; breast cancer anti-estrogen resistance 1 E=1e-116"	NA	"Cell cycle control, cell division, chromosome partitioning"	"Segkk4131_pilon"	97820	109488
"comp7699_c0_seq1"	0.00039736416476845	"isogroup7699"	"Predicted dual-specificity phosphatase ; kinesin family member 1/13/14 E=2e-24"	NA	NA	"Segkk4164_pilon"	0	1693
"comp12666_c0_seq1"	0.000402028621714572	"isogroup12666"	NA	NA	NA	"Segkk1225_pilon"	3241	24329
"comp8822_c0_seq1"	0.00040249488430048	"isogroup8822"	"Mitochondrial fatty acid anion carrier protein/Uncoupling protein ; solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10 E=2e-60"	"GO:0005488;GO:0006810;GO:0016020;GO:0005739;GO:0006839;GO:0005743;GO:0005215;GO:0005310"	"Energy production and conversion"	"Segkk1641_pilon"	122255	129429
"comp20382_c0_seq1"	0.00040343277696957	"isogroup20382"	NA	NA	NA	"Segkk27_pilon"	18548	20031
"comp59817_c0_seq1"	0.00040343277696957	"isogroup59817"	"5-3 exonuclease ; DNA excision repair protein ERCC-5 E=6e-82"	"GO:0003677;GO:0004518;GO:0003697;GO:0004519;GO:0005634;GO:0006289;GO:0006281;GO:0008852"	"Replication, recombination and repair"	"Segkk2596_pilon"	260709	272134
"comp1079_c0_seq1"	0.000404736705375043	"isogroup1079"	"Profilin ; profilin E=2e-09"	"GO:0003779;GO:0007010;GO:0015629"	"Cytoskeleton"	"Segkk3446_pilon"	109607	119321
"comp21549_c0_seq1"	0.000404736705375043	"isogroup21549"	"8-oxoguanine DNA glycosylase ; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18] E=4e-160"	"GO:0003677;GO:0006284;GO:0008534"	"Replication, recombination and repair"	"Segkk1511_pilon"	51685	56698
"comp7683_c0_seq1"	0.000404736705375043	"isogroup7683"	"Rho GTPase effector BNI1 and related formins ; dishevelled associated activator of morphogenesis E=1e-40"	"GO:0003779;GO:0016043;GO:0017048;GO:0030036;GO:0004806"	"Cytoskeleton"	"Segkk4225_pilon"	183	4098
"comp65751_c0_seq1"	0.000405119005349436	"isogroup65751"	NA	NA	NA	"Segkk1614_pilon"	19663	19856
"comp3973_c0_seq1"	0.000410170573186916	"isogroup3973"	"Uncharacterized conserved protein"	NA	NA	"Segkk2637_pilon"	59266	66838
"comp19867_c0_seq1"	0.00041413520488316	"isogroup19867"	"Serine/threonine kinase receptor-associated protein ; protein HIRA/HIR1 E=1e-06"	NA	"Lipid transport and metabolism"	"Segkk1998_pilon"	43368	56027
"comp15015_c0_seq1"	0.000414185800651207	"isogroup15015"	NA	NA	NA	"Segkk2362_pilon"	14074	17303
"comp1148_c0_seq1"	0.000421746355785113	"isogroup1148"	NA	NA	NA	"Segkk1705_pilon"	72921	79829
"comp17584_c0_seq1"	0.000421746355785113	"isogroup17584"	"FOG: Ankyrin repeat ; ankyrin repeat and SOCS box protein 3 E=5e-170"	NA	NA	"Segkk4138_pilon"	183250	194604
"comp24647_c0_seq1"	0.000421746355785113	"isogroup24647"	"Notch E=7e-19"	"GO:0005198;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808"	NA	"Segkk1157_pilon"	101814	104078
"comp60634_c0_seq1"	0.000421746355785113	"isogroup60634"	"AAA ATPase containing von Willebrand factor type A (vWA) domain ; midasin E=1e-30"	"GO:0000166;GO:0017111"	NA	"Segkk3979_pilon"	256689	256965
"comp7247_c0_seq1"	0.000427942502582092	"isogroup7247"	NA	NA	NA	"Segkk1078_pilon"	797443	808330
"comp37647_c0_seq1"	0.000432142393102142	"isogroup37647"	NA	NA	NA	"Segkk4132_pilon"	1489	2358
"comp8761_c0_seq1"	0.000432142393102142	"isogroup8761"	"RNA 3-terminal phosphate cyclase ; RNA 3-terminal phosphate cyclase-like protein E=3e-68"	"GO:0003963"	"RNA processing and modification "	"Segkk2102_pilon"	108397	117142
"comp632_c0_seq1"	0.0004331897303916	"isogroup632"	"Actin-binding protein Coronin, contains WD40 repeats ; coronin-1C E=2e-64"	NA	"Cytoskeleton"	"Segkk1591_pilon"	46941	50166
"comp10723_c0_seq1"	0.000434636196216627	"isogroup10723"	NA	NA	NA	"Segkk3423_pilon"	45878	46904
"comp16469_c0_seq1"	0.000437149353280479	"isogroup16469"	"Golgi transport complex subunit"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk1646_pilon"	11308	17568
"comp94141_c0_seq1"	0.000441994930850341	"isogroup94141"	NA	NA	NA	"Segkk3365_pilon"	113752	113975
"comp1983_c0_seq1"	0.000451978484783067	"isogroup1983"	NA	NA	NA	"Segkk2361_pilon"	133872	153435
"comp12740_c0_seq1"	0.000452665146640825	"isogroup12740"	"Cyclic GMP phosphodiesterase ; calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase [EC:3.1.4.17] E=4e-49"	"GO:0004114;GO:0007165;GO:0003824;GO:0051342;GO:0004117"	"Signal transduction mechanisms"	"Segkk3330_pilon"	323521	345092
"comp5668_c0_seq1"	0.00045383791199906	"isogroup5668"	NA	NA	NA	"Segkk1436_pilon"	46430	64506
"comp12391_c0_seq1"	0.000457895893775563	"isogroup12391"	"P-type ATPase ; phospholipid-translocating ATPase [EC:3.6.3.1] E=2e-88"	"GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0016021;GO:0016887;GO:0004012"	NA	"Segkk441_pilon"	170386	193224
"comp987_c0_seq1"	0.000460122342024178	"isogroup987"	"Proteins containing Ca2+-binding EGF-like domains"	"GO:0005044;GO:0016020"	"Signal transduction mechanisms"	"Segkk3063_pilon"	161816	173090
"comp34183_c0_seq1"	0.000472691522649066	"isogroup34183"	"26S proteasome regulatory complex, ATPase RPT3 ; mitochondrial chaperone BCS1 E=3e-124"	"GO:0000166;GO:0017111;GO:0005524;GO:0005634;GO:0005737;GO:0016787;GO:0030163;GO:0043248"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1501_pilon"	32487	37221
"comp82647_c0_seq1"	0.000476615744512345	"isogroup82647"	NA	NA	NA	"Segkk3990_pilon"	2652	2865
"comp9866_c0_seq1"	0.000482028005259875	"isogroup9866"	NA	NA	NA	"Segkk2109_pilon"	250347	262333
"comp32637_c0_seq1"	0.000487638398921979	"isogroup32637"	NA	NA	NA	"Segkk2573_pilon"	98729	101398
"comp16943_c0_seq1"	0.000489660971607688	"isogroup16943"	"FOG: Reverse transcriptase"	NA	NA	"Segkk4098_pilon"	618	3190
"comp2669_c0_seq1"	0.000491666760521907	"isogroup2669"	"Arfaptin and related proteins"	NA	"Signal transduction mechanisms"	"Segkk552_pilon"	9089	16983
"comp10949_c0_seq1"	0.000500787197775806	"isogroup10949"	"FERM domain protein EHM2 ; erythrocyte membrane protein band 4.1 E=3e-61"	"GO:0005856"	NA	"Segkk2772_pilon"	66441	85533
"comp15093_c0_seq1"	0.000508312950701707	"isogroup15093"	"DHHC-type Zn-finger proteins"	"GO:0046872"	NA	"Segkk2459_pilon"	50096	57615
"comp3246_c0_seq1"	0.000508330001027614	"isogroup3246"	NA	NA	NA	"Segkk2616_pilon"	10489	12108
"comp18681_c0_seq1"	0.00051178338423439	"isogroup18681"	"Predicted forkhead transcription factor"	"GO:0003677;GO:0005634"	"Transcription"	"Segkk1332_pilon"	89331	102697
"comp34664_c0_seq1"	0.00051178338423439	"isogroup34664"	NA	NA	NA	"Segkk542_pilon"	27126	29706
"comp9670_c0_seq1"	0.00051178338423439	"isogroup9670"	NA	NA	NA	"Segkk2061_pilon"	189089	192202
"comp23177_c0_seq1"	0.00051554122098022	"isogroup23177"	"Uncharacterized conserved protein"	NA	NA	"Segkk2722_pilon"	171892	186717
"comp19241_c0_seq1"	0.00052210102807744	"isogroup19241"	"Small nuclear ribonucleoprotein SMD1 and related snRNPs"	"GO:0005634;GO:0005732;GO:0006397;GO:0030529"	"RNA processing and modification "	"Segkk3446_pilon"	122710	126490
"comp2294_c0_seq1"	0.000522691679946132	"isogroup2294"	"PolyC-binding hnRNP-K protein HRB57A/hnRNP, contains KH domain ; heterogeneous nuclear ribonucleoprotein K E=1e-54"	"GO:0003676"	"RNA processing and modification "	"Segkk345_pilon"	1530	6790
"comp4173_c0_seq1"	0.000528115811637208	"isogroup4173"	NA	NA	NA	"Segkk1452_pilon"	48003	64163
"comp21892_c0_seq1"	0.000529040631189879	"isogroup21892"	"3-5 exonuclease ; interferon-stimulated gene 20 kDa protein [EC:3.1.13.1] E=7e-58"	"GO:0004527;GO:0005622;GO:0008310"	"Replication, recombination and repair"	"Segkk1984_pilon"	38268	44316
"comp13315_c0_seq1"	0.000530894798263028	"isogroup13315"	"Inositol-1,4,5-triphosphate 5-phosphatase (synaptojanin), INP51/INP52/INP53 family ; phosphatidylinositol-bisphosphatase [EC:3.1.3.36] E=4e-151"	"GO:0004437;GO:0004439"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk4108_pilon"	20530	35721
"comp8292_c0_seq1"	0.000532545861625799	"isogroup8292"	NA	NA	NA	"Segkk242_pilon"	10844	114457
"comp23010_c0_seq1"	0.000533536904043318	"isogroup23010"	"Phosphoinositide-specific phospholipase C ; phospholipase C, delta [EC:3.1.4.11] E=3e-91"	"GO:0004629;GO:0007165;GO:0007242;GO:0004435;GO:0006629;GO:0005509"	"Signal transduction mechanisms"	"Segkk1600_pilon"	11535	23877
"comp6601_c0_seq1"	0.000534664828243917	"isogroup6601"	"PHD Zn-finger proteins ; histone-lysine N-methyltransferase MLL5 [EC:2.1.1.43] E=2e-57"	"GO:0042800;GO:0040029;GO:0016570"	NA	"Segkk2109_pilon"	262325	272427
"comp70826_c0_seq1"	0.000534838463044945	"isogroup70826"	NA	NA	NA	"Segkk4324_pilon"	35391	46767
"comp8245_c0_seq1"	0.000536711871296998	"isogroup8245"	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins ; spectrin beta E=6e-26"	"GO:0008091"	"Cytoskeleton"	"Segkk838_pilon"	96410	99416
"comp8587_c0_seq1"	0.000544181053814999	"isogroup8587"	"Mitochondrial polypeptide chain release factor ; peptide chain release factor 1 E=4e-110"	"GO:0003747;GO:0006415;GO:0005737;GO:0016149"	"Translation, ribosomal structure and biogenesis"	"Segkk1452_pilon"	101668	110864
"comp17579_c0_seq1"	0.000544587899197095	"isogroup17579"	"Chromatin remodeling complex WSTF-ISWI, small subunit ; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-] E=2e-65"	"GO:0003677;GO:0005524;GO:0005634;GO:0008026;GO:0003676;GO:0004386"	"Transcription"	"Segkk4359_pilon"	20251	47033
"comp9517_c0_seq1"	0.000544587899197095	"isogroup9517"	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase ; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77] E=7e-62"	"GO:0008757;GO:0004719;GO:0006464"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2806_pilon"	45996	52728
"comp12028_c0_seq1"	0.000545184955744985	"isogroup12028"	NA	NA	NA	"Segkk2598_pilon"	146492	163415
"comp26723_c0_seq1"	0.00055185225358366	"isogroup26723"	NA	NA	NA	"Segkk3515_pilon"	113891	115509
"comp6835_c0_seq1"	0.00055185225358366	"isogroup6835"	"Dystroglycan"	"GO:0005509;GO:0005515"	"Extracellular structures"	"Segkk60_pilon"	232069	240915
"comp9042_c0_seq1"	0.000557318386956217	"isogroup9042"	"FOG: RCC1 domain ; E3 ubiquitin-protein ligase HERC2 [EC:6.3.2.19] E=3e-143"	"GO:0008270;GO:0010992"	NA	"Segkk1858_pilon"	44375	67138
"comp3130_c0_seq1"	0.000562734596592668	"isogroup3130"	"Myotubularin-related phosphatidylinositol 3-phosphate 3-phosphatase MTM6"	"GO:0008270;GO:0004725;GO:0004437;GO:0046839;GO:0001668;GO:0008138;GO:0008252;GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0016791;GO:0017017;GO:0017161;GO:0019175;GO:0019178;GO:0019198;GO:0030351;GO:0030352;GO:0042576"	NA	"Segkk2300_pilon"	233709	251709
"comp31226_c0_seq1"	0.000567808093164754	"isogroup31226"	"cAMP-dependent protein kinase catalytic subunit (PKA) ; protein kinase, cGMP-dependent [EC:2.7.11.12] E=6e-138"	"GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004692;GO:0007268;GO:0048167"	"Signal transduction mechanisms"	"Segkk584_pilon"	61926	75480
"comp84087_c0_seq1"	0.00059484173167953	"isogroup84087"	NA	NA	NA	"Segkk82_pilon"	14333	16525
"comp37886_c0_seq1"	0.000599575784648155	"isogroup37886"	NA	NA	NA	"Segkk2587_pilon"	10624	11543
"comp13217_c0_seq1"	0.000603063740883311	"isogroup13217"	NA	NA	NA	"Segkk1198_pilon"	30218	31679
"comp3902_c0_seq1"	0.000614304237143593	"isogroup3902"	"Predicted E3 ubiquitin ligase ; transcription factor 1, hepatocyte nuclear factor 1-alpha E=1e-61"	"GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2924_pilon"	46811	65301
"comp27138_c0_seq1"	0.000618078280216954	"isogroup27138"	NA	NA	NA	"Segkk871_pilon"	18813	23197
"comp80040_c0_seq1"	0.000620369826857585	"isogroup80040"	NA	NA	NA	"Segkk1512_pilon"	5302	5545
"comp76464_c0_seq1"	0.000627766355252529	"isogroup76464"	NA	NA	NA	"Segkk1415_pilon"	58411	58953
"comp43498_c0_seq1"	0.000629286181889619	"isogroup43498"	NA	NA	NA	"Segkk1438_pilon"	87498	177394
"comp29057_c0_seq1"	0.000650857622537718	"isogroup29057"	NA	NA	NA	"Segkk2763_pilon"	105503	105890
"comp38969_c0_seq1"	0.000654572883076877	"isogroup38969"	NA	NA	NA	"Segkk1345_pilon"	11053	11637
"comp8622_c0_seq1"	0.000669620812089619	"isogroup8622"	"Uncharacterized conserved protein"	NA	NA	"Segkk645_pilon"	151954	160467
"comp5406_c0_seq1"	0.000672238834982285	"isogroup5406"	"RNA-binding protein p54nrb (RRM superfamily) ; nucleolysin TIA-1/TIAR E=5e-11"	"GO:0003676"	"RNA processing and modification "	"Segkk4108_pilon"	107011	122015
"comp52872_c0_seq1"	0.000678834844438693	"isogroup52872"	NA	NA	NA	"Segkk1313_pilon"	49016	49646
"comp1848_c0_seq1"	0.00068632220504095	"isogroup1848"	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins ; dystonin E=2e-125"	NA	"Cytoskeleton"	"Segkk838_pilon"	53882	74857
"comp20427_c0_seq1"	0.000697207022516398	"isogroup20427"	"Leucine-rich repeat protein ; E3 ubiquitin-protein ligase LRSAM1 [EC:6.3.2.19] E=1e-54"	"GO:0010992"	NA	"Segkk3047_pilon"	243934	252022
"comp9602_c0_seq1"	0.000700430401889445	"isogroup9602"	"mediator of RNA polymerase II transcription subunit 31 E=6e-72"	"GO:0001104;GO:0006366"	NA	"Segkk3450_pilon"	35964	44653
"comp30628_c0_seq1"	0.000706352793378502	"isogroup30628"	"Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes ; kelch-like protein 24/35 E=6e-15"	"GO:0005515"	"Signal transduction mechanisms"	"Segkk1513_pilon"	69336	69820
